Date,Open,High,Low,Close,Adj Close,Volume
2000-03-07,6223.379883,6223.379883,6223.379883,6223.379883,6223.379883,0
2000-03-08,6251.509766,6251.509766,6251.509766,6251.509766,6251.509766,0
2000-03-09,6375.959961,6375.959961,6375.959961,6375.959961,6375.959961,0
2000-03-10,6337.259766,6337.259766,6337.259766,6337.259766,6337.259766,0
2000-03-13,6287.250000,6287.250000,6287.250000,6287.250000,6287.250000,0
2000-03-14,6221.899902,6221.899902,6221.899902,6221.899902,6221.899902,0
2000-03-15,6397.319824,6397.319824,6397.319824,6397.319824,6397.319824,0
2000-03-16,6708.399902,6708.399902,6708.399902,6708.399902,6708.399902,0
2000-03-17,6692.959961,6692.959961,6692.959961,6692.959961,6692.959961,0
2000-03-20,6673.500000,6673.500000,6673.500000,6673.500000,6673.500000,0
2000-03-21,6796.689941,6796.689941,6796.689941,6796.689941,6796.689941,0
2000-03-22,6801.450195,6801.450195,6801.450195,6801.450195,6801.450195,0
2000-03-23,6897.350098,6897.350098,6897.350098,6897.350098,6897.350098,0
2000-03-24,6899.359863,6899.359863,6899.359863,6899.359863,6899.359863,0
2000-03-27,6863.830078,6863.830078,6863.830078,6863.830078,6863.830078,0
2000-03-28,6824.919922,6824.919922,6824.919922,6824.919922,6824.919922,0
2000-03-29,6866.160156,6866.160156,6866.160156,6866.160156,6866.160156,0
2000-03-30,6827.140137,6827.140137,6827.140137,6827.140137,6827.140137,0
2000-03-31,6848.609863,6848.609863,6848.609863,6848.609863,6848.609863,0
2000-04-03,6975.069824,6975.069824,6975.069824,6975.069824,6975.069824,0
2000-04-04,6897.240234,6897.240234,6897.240234,6897.240234,6897.240234,0
2000-04-05,6878.529785,6878.529785,6878.529785,6878.529785,6878.529785,0
2000-04-06,6965.870117,6965.870117,6965.870117,6965.870117,6965.870117,0
2000-04-07,6972.640137,6972.640137,6972.640137,6972.640137,6972.640137,0
2000-04-10,6975.600098,6975.600098,6975.600098,6975.600098,6975.600098,0
2000-04-11,6991.350098,6991.350098,6991.350098,6991.350098,6991.350098,0
2000-04-12,6917.859863,6917.859863,6917.859863,6917.859863,6917.859863,0
2000-04-13,6815.930176,6815.930176,6815.930176,6815.930176,6815.930176,0
2000-04-14,6465.729980,6465.729980,6465.729980,6465.729980,6465.729980,0
2000-04-17,6557.930176,6557.930176,6557.930176,6557.930176,6557.930176,0
2000-04-18,6712.310059,6712.310059,6712.310059,6712.310059,6712.310059,0
2000-04-19,6696.029785,6696.029785,6696.029785,6696.029785,6696.029785,0
2000-04-20,6760.950195,6760.950195,6760.950195,6760.950195,6760.950195,0
2000-04-24,6790.240234,6790.240234,6790.240234,6790.240234,6790.240234,0
2000-04-25,6965.660156,6965.660156,6965.660156,6965.660156,6965.660156,0
2000-04-26,6918.500000,6918.500000,6918.500000,6918.500000,6918.500000,0
2000-04-27,6877.680176,6877.680176,6877.680176,6877.680176,6877.680176,0
2000-04-28,6811.169922,6811.169922,6811.169922,6811.169922,6811.169922,0
2000-05-01,6878.950195,6878.950195,6878.950195,6878.950195,6878.950195,0
2000-05-02,6827.990234,6827.990234,6827.990234,6827.990234,6827.990234,0
2000-05-03,6681.649902,6681.649902,6681.649902,6681.649902,6681.649902,0
2000-05-04,6676.990234,6676.990234,6676.990234,6676.990234,6676.990234,0
2000-05-05,6749.529785,6749.529785,6749.529785,6749.529785,6749.529785,0
2000-05-08,6770.359863,6770.359863,6770.359863,6770.359863,6770.359863,0
2000-05-09,6727.959961,6727.959961,6727.959961,6727.959961,6727.959961,0
2000-05-10,6644.109863,6644.109863,6644.109863,6644.109863,6644.109863,0
2000-05-11,6734.299805,6734.299805,6734.299805,6734.299805,6734.299805,0
2000-05-12,6797.430176,6797.430176,6797.430176,6797.430176,6797.430176,0
2000-05-15,6934.040039,6934.040039,6934.040039,6934.040039,6934.040039,0
2000-05-16,6966.290039,6966.290039,6966.290039,6966.290039,6966.290039,0
2000-05-17,6883.290039,6883.290039,6883.290039,6883.290039,6883.290039,0
2000-05-18,6868.589844,6868.589844,6868.589844,6868.589844,6868.589844,0
2000-05-19,6762.430176,6762.430176,6762.430176,6762.430176,6762.430176,0
2000-05-22,6713.470215,6713.470215,6713.470215,6713.470215,6713.470215,0
2000-05-23,6664.410156,6664.410156,6664.410156,6664.410156,6664.410156,0
2000-05-24,6716.220215,6716.220215,6716.220215,6716.220215,6716.220215,0
2000-05-25,6659.339844,6659.339844,6659.339844,6659.339844,6659.339844,0
2000-05-26,6649.709961,6649.709961,6649.709961,6649.709961,6649.709961,0
2000-05-30,6781.779785,6781.779785,6781.779785,6781.779785,6781.779785,0
2000-05-31,6805.250000,6805.250000,6805.250000,6805.250000,6805.250000,0
2000-06-01,6888.359863,6888.359863,6888.359863,6888.359863,6888.359863,0
2000-06-02,6975.379883,6975.379883,6975.379883,6975.379883,6975.379883,0
2000-06-05,6927.490234,6927.490234,6927.490234,6927.490234,6927.490234,0
2000-06-06,6904.649902,6904.649902,6904.649902,6904.649902,6904.649902,0
2000-06-07,6935.100098,6935.100098,6935.100098,6935.100098,6935.100098,0
2000-06-08,6893.439941,6893.439941,6893.439941,6893.439941,6893.439941,0
2000-06-09,6856.430176,6856.430176,6856.430176,6856.430176,6856.430176,0
2000-06-12,6838.879883,6838.879883,6838.879883,6838.879883,6838.879883,0
2000-06-13,6911.310059,6911.310059,6911.310059,6911.310059,6911.310059,0
2000-06-14,6944.089844,6944.089844,6944.089844,6944.089844,6944.089844,0
2000-06-15,6951.589844,6951.589844,6951.589844,6951.589844,6951.589844,0
2000-06-16,6869.540039,6869.540039,6869.540039,6869.540039,6869.540039,0
2000-06-19,6918.919922,6918.919922,6918.919922,6918.919922,6918.919922,0
2000-06-20,6865.100098,6865.100098,6865.100098,6865.100098,6865.100098,0
2000-06-21,6862.140137,6862.140137,6862.140137,6862.140137,6862.140137,0
2000-06-22,6783.470215,6783.470215,6783.470215,6783.470215,6783.470215,0
2000-06-23,6766.759766,6766.759766,6766.759766,6766.759766,6766.759766,0
2000-06-26,6808.850098,6808.850098,6808.850098,6808.850098,6808.850098,0
2000-06-27,6806.419922,6806.419922,6806.419922,6806.419922,6806.419922,0
2000-06-28,6811.700195,6811.700195,6811.700195,6811.700195,6811.700195,0
2000-06-29,6796.270020,6796.270020,6796.270020,6796.270020,6796.270020,0
2000-06-30,6798.169922,6798.169922,6798.169922,6798.169922,6798.169922,0
2000-07-03,6874.930176,6874.930176,6874.930176,6874.930176,6874.930176,0
2000-07-05,6819.000000,6819.000000,6819.000000,6819.000000,6819.000000,0
2000-07-06,6827.990234,6827.990234,6827.990234,6827.990234,6827.990234,0
2000-07-07,6919.029785,6919.029785,6919.029785,6919.029785,6919.029785,0
2000-07-10,6939.430176,6939.430176,6939.430176,6939.430176,6939.430176,0
2000-07-11,6977.600098,6977.600098,6977.600098,6977.600098,6977.600098,0
2000-07-12,6990.609863,6990.609863,6990.609863,6990.609863,6990.609863,0
2000-07-13,6975.600098,6975.600098,6975.600098,6975.600098,6975.600098,0
2000-07-14,7018.839844,7018.839844,7018.839844,7018.839844,7018.839844,0
2000-07-17,7012.500000,7012.500000,7012.500000,7012.500000,7012.500000,0
2000-07-18,6959.740234,6959.740234,6959.740234,6959.740234,6959.740234,0
2000-07-19,6946.410156,6946.410156,6946.410156,6946.410156,6946.410156,0
2000-07-20,6980.669922,6980.669922,6980.669922,6980.669922,6980.669922,0
2000-07-21,6929.810059,6929.810059,6929.810059,6929.810059,6929.810059,0
2000-07-24,6883.500000,6883.500000,6883.500000,6883.500000,6883.500000,0
2000-07-25,6899.990234,6899.990234,6899.990234,6899.990234,6899.990234,0
2000-07-26,6818.049805,6818.049805,6818.049805,6818.049805,6818.049805,0
2000-07-27,6843.319824,6843.319824,6843.319824,6843.319824,6843.319824,0
2000-07-28,6758.310059,6758.310059,6758.310059,6758.310059,6758.310059,0
2000-07-31,6773.850098,6773.850098,6773.850098,6773.850098,6773.850098,0
2000-08-01,6851.350098,6851.350098,6851.350098,6851.350098,6851.350098,0
2000-08-02,6876.200195,6876.200195,6876.200195,6876.200195,6876.200195,0
2000-08-03,6891.009766,6891.009766,6891.009766,6891.009766,6891.009766,0
2000-08-04,6955.290039,6955.290039,6955.290039,6955.290039,6955.290039,0
2000-08-07,7015.879883,7015.879883,7015.879883,7015.879883,7015.879883,0
2000-08-08,7038.930176,7038.930176,7038.930176,7038.930176,7038.930176,0
2000-08-09,6984.689941,6984.689941,6984.689941,6984.689941,6984.689941,0
2000-08-10,6970.729980,6970.729980,6970.729980,6970.729980,6970.729980,0
2000-08-11,7028.779785,7028.779785,7028.779785,7028.779785,7028.779785,0
2000-08-14,7106.080078,7106.080078,7106.080078,7106.080078,7106.080078,0
2000-08-15,7063.359863,7063.359863,7063.359863,7063.359863,7063.359863,0
2000-08-16,7044.750000,7044.750000,7044.750000,7044.750000,7044.750000,0
2000-08-17,7096.979980,7096.979980,7096.979980,7096.979980,7096.979980,0
2000-08-18,7073.299805,7073.299805,7073.299805,7073.299805,7073.299805,0
2000-08-21,7096.669922,7096.669922,7096.669922,7096.669922,7096.669922,0
2000-08-22,7101.529785,7101.529785,7101.529785,7101.529785,7101.529785,0
2000-08-23,7107.870117,7107.870117,7107.870117,7107.870117,7107.870117,0
2000-08-24,7104.910156,7104.910156,7104.910156,7104.910156,7104.910156,0
2000-08-25,7111.149902,7111.149902,7111.149902,7111.149902,7111.149902,0
2000-08-28,7140.020020,7140.020020,7140.020020,7140.020020,7140.020020,0
2000-08-29,7120.770020,7120.770020,7120.770020,7120.770020,7120.770020,0
2000-08-30,7089.259766,7089.259766,7089.259766,7089.259766,7089.259766,0
2000-08-31,7132.299805,7132.299805,7132.299805,7132.299805,7132.299805,0
2000-09-01,7164.549805,7164.549805,7164.549805,7164.549805,7164.549805,0
2000-09-05,7149.959961,7149.959961,7149.959961,7149.959961,7149.959961,0
2000-09-06,7131.560059,7131.560059,7131.560059,7131.560059,7131.560059,0
2000-09-07,7142.450195,7142.450195,7142.450195,7142.450195,7142.450195,0
2000-09-08,7144.990234,7144.990234,7144.990234,7144.990234,7144.990234,0
2000-09-11,7160.950195,7160.950195,7160.950195,7160.950195,7160.950195,0
2000-09-12,7146.149902,7146.149902,7146.149902,7146.149902,7146.149902,0
2000-09-13,7139.589844,7139.589844,7139.589844,7139.589844,7139.589844,0
2000-09-14,7131.140137,7131.140137,7131.140137,7131.140137,7131.140137,0
2000-09-15,7078.270020,7078.270020,7078.270020,7078.270020,7078.270020,0
2000-09-18,6976.339844,6976.339844,6976.339844,6976.339844,6976.339844,0
2000-09-19,6990.399902,6990.399902,6990.399902,6990.399902,6990.399902,0
2000-09-20,6913.529785,6913.529785,6913.529785,6913.529785,6913.529785,0
2000-09-21,6917.649902,6917.649902,6917.649902,6917.649902,6917.649902,0
2000-09-22,6971.680176,6971.680176,6971.680176,6971.680176,6971.680176,0
2000-09-25,6973.160156,6973.160156,6973.160156,6973.160156,6973.160156,0
2000-09-26,6924.000000,6924.000000,6924.000000,6924.000000,6924.000000,0
2000-09-27,6936.899902,6936.899902,6936.899902,6936.899902,6936.899902,0
2000-09-28,7060.609863,7060.609863,7060.609863,7060.609863,7060.609863,0
2000-09-29,7010.810059,7010.810059,7010.810059,7010.810059,7010.810059,0
2000-10-02,7046.020020,7046.020020,7046.020020,7046.020020,7046.020020,0
2000-10-03,7027.509766,7027.509766,7027.509766,7027.509766,7027.509766,0
2000-10-04,7033.009766,7033.009766,7033.009766,7033.009766,7033.009766,0
2000-10-05,7061.879883,7061.879883,7061.879883,7061.879883,7061.879883,0
2000-10-06,6937.640137,6937.640137,6937.640137,6937.640137,6937.640137,0
2000-10-09,6910.459961,6910.459961,6910.459961,6910.459961,6910.459961,0
2000-10-10,6876.729980,6876.729980,6876.729980,6876.729980,6876.729980,0
2000-10-11,6771.629883,6771.629883,6771.629883,6771.629883,6771.629883,0
2000-10-12,6599.279785,6599.279785,6599.279785,6599.279785,6599.279785,0
2000-10-13,6741.919922,6741.919922,6741.919922,6741.919922,6741.919922,0
2000-10-16,6784.850098,6784.850098,6784.850098,6784.850098,6784.850098,0
2000-10-17,6655.740234,6655.740234,6655.740234,6655.740234,6655.740234,0
2000-10-18,6609.740234,6609.740234,6609.740234,6609.740234,6609.740234,0
2000-10-19,6753.020020,6753.020020,6753.020020,6753.020020,6753.020020,0
2000-10-20,6790.129883,6790.129883,6790.129883,6790.129883,6790.129883,0
2000-10-23,6791.399902,6791.399902,6791.399902,6791.399902,6791.399902,0
2000-10-24,6836.339844,6836.339844,6836.339844,6836.339844,6836.339844,0
2000-10-25,6730.180176,6730.180176,6730.180176,6730.180176,6730.180176,0
2000-10-26,6698.250000,6698.250000,6698.250000,6698.250000,6698.250000,0
2000-10-27,6777.870117,6777.870117,6777.870117,6777.870117,6777.870117,0
2000-10-30,6920.819824,6920.819824,6920.819824,6920.819824,6920.819824,0
2000-10-31,7042.319824,7042.319824,7042.319824,7042.319824,7042.319824,0
2000-11-01,7026.240234,7026.240234,7026.240234,7026.240234,7026.240234,0
2000-11-02,7012.819824,7012.819824,7012.819824,7012.819824,7012.819824,0
2000-11-03,6992.939941,6992.939941,6992.939941,6992.939941,6992.939941,0
2000-11-06,7035.649902,7035.649902,7035.649902,7035.649902,7035.649902,0
2000-11-07,7026.459961,7026.459961,7026.459961,7026.459961,7026.459961,0
2000-11-08,6997.689941,6997.689941,6997.689941,6997.689941,6997.689941,0
2000-11-09,6938.479980,6938.479980,6938.479980,6938.479980,6938.479980,0
2000-11-10,6835.279785,6835.279785,6835.279785,6835.279785,6835.279785,0
2000-11-13,6757.140137,6757.140137,6757.140137,6757.140137,6757.140137,0
2000-11-14,6857.279785,6857.279785,6857.279785,6857.279785,6857.279785,0
2000-11-15,6884.450195,6884.450195,6884.450195,6884.450195,6884.450195,0
2000-11-16,6841.419922,6841.419922,6841.419922,6841.419922,6841.419922,0
2000-11-17,6806.729980,6806.729980,6806.729980,6806.729980,6806.729980,0
2000-11-20,6707.339844,6707.339844,6707.339844,6707.339844,6707.339844,0
2000-11-21,6716.750000,6716.750000,6716.750000,6716.750000,6716.750000,0
2000-11-22,6624.020020,6624.020020,6624.020020,6624.020020,6624.020020,0
2000-11-24,6683.549805,6683.549805,6683.549805,6683.549805,6683.549805,0
2000-11-27,6734.729980,6734.729980,6734.729980,6734.729980,6734.729980,0
2000-11-28,6707.229980,6707.229980,6707.229980,6707.229980,6707.229980,0
2000-11-29,6739.910156,6739.910156,6739.910156,6739.910156,6739.910156,0
2000-11-30,6659.120117,6659.120117,6659.120117,6659.120117,6659.120117,0
2000-12-01,6677.209961,6677.209961,6677.209961,6677.209961,6677.209961,0
2000-12-04,6739.799805,6739.799805,6739.799805,6739.799805,6739.799805,0
2000-12-05,6907.500000,6907.500000,6907.500000,6907.500000,6907.500000,0
2000-12-06,6827.669922,6827.669922,6827.669922,6827.669922,6827.669922,0
2000-12-07,6817.729980,6817.729980,6817.729980,6817.729980,6817.729980,0
2000-12-08,6929.709961,6929.709961,6929.709961,6929.709961,6929.709961,0
2000-12-11,6952.549805,6952.549805,6952.549805,6952.549805,6952.549805,0
2000-12-12,6925.790039,6925.790039,6925.790039,6925.790039,6925.790039,0
2000-12-13,6907.819824,6907.819824,6907.819824,6907.819824,6907.819824,0
2000-12-14,6826.189941,6826.189941,6826.189941,6826.189941,6826.189941,0
2000-12-15,6723.410156,6723.410156,6723.410156,6723.410156,6723.410156,0
2000-12-18,6801.339844,6801.339844,6801.339844,6801.339844,6801.339844,0
2000-12-19,6765.709961,6765.709961,6765.709961,6765.709961,6765.709961,0
2000-12-20,6608.259766,6608.259766,6608.259766,6608.259766,6608.259766,0
2000-12-21,6653.839844,6653.839844,6653.839844,6653.839844,6653.839844,0
2000-12-22,6762.430176,6762.430176,6762.430176,6762.430176,6762.430176,0
2000-12-26,6831.580078,6831.580078,6831.580078,6831.580078,6831.580078,0
2000-12-27,6911.620117,6911.620117,6911.620117,6911.620117,6911.620117,0
2000-12-28,6977.600098,6977.600098,6977.600098,6977.600098,6977.600098,0
2000-12-29,6945.569824,6945.569824,6945.569824,6945.569824,6945.569824,0
2001-01-02,6785.689941,6785.689941,6785.689941,6785.689941,6785.689941,0
2001-01-03,6968.830078,6968.830078,6968.830078,6968.830078,6968.830078,1880700000
2001-01-04,6894.810059,6894.810059,6894.810059,6894.810059,6894.810059,2169400000
2001-01-05,6774.060059,6774.060059,6774.060059,6774.060059,6774.060059,1430800000
2001-01-08,6759.049805,6759.049805,6759.049805,6759.049805,6759.049805,1115500000
2001-01-09,6754.819824,6754.819824,6754.819824,6754.819824,6754.819824,1191300000
2001-01-10,6802.399902,6802.399902,6802.399902,6802.399902,6802.399902,1296500000
2001-01-11,6835.490234,6835.490234,6835.490234,6835.490234,6835.490234,1411200000
2001-01-12,6813.290039,6813.290039,6813.290039,6813.290039,6813.290039,1276000000
2001-01-16,6874.830078,6874.830078,6874.830078,6874.830078,6874.830078,1205700000
2001-01-17,6852.410156,6852.410156,6852.410156,6852.410156,6852.410156,1349100000
2001-01-18,6889.000000,6889.000000,6889.000000,6889.000000,6889.000000,1445000000
2001-01-19,6836.660156,6836.660156,6836.660156,6836.660156,6836.660156,1407800000
2001-01-22,6853.790039,6853.790039,6853.790039,6853.790039,6853.790039,1164000000
2001-01-23,6928.120117,6928.120117,6928.120117,6928.120117,6928.120117,1232600000
2001-01-24,6939.120117,6939.120117,6939.120117,6939.120117,6939.120117,1309000000
2001-01-25,6961.430176,6961.430176,6961.430176,6961.430176,6961.430176,1258000000
2001-01-26,6931.189941,6931.189941,6931.189941,6931.189941,6931.189941,1084500000
2001-01-29,6959.419922,6959.419922,6959.419922,6959.419922,6959.419922,1053100000
2001-01-30,7022.970215,7022.970215,7022.970215,7022.970215,7022.970215,1149800000
2001-01-31,7017.149902,7017.149902,7017.149902,7017.149902,7017.149902,1295300000
2001-02-01,7048.129883,7048.129883,7048.129883,7048.129883,7048.129883,1118800000
2001-02-02,6980.990234,6980.990234,6980.990234,6980.990234,6980.990234,1048400000
2001-02-05,7016.729980,7016.729980,7016.729980,7016.729980,7016.729980,1013000000
2001-02-06,7002.560059,7002.560059,7002.560059,7002.560059,7002.560059,1059600000
2001-02-07,6974.430176,6974.430176,6974.430176,6974.430176,6974.430176,1158300000
2001-02-08,6954.979980,6954.979980,6954.979980,6954.979980,6954.979980,1107200000
2001-02-09,6907.609863,6907.609863,6907.609863,6907.609863,6907.609863,1075500000
2001-02-12,6989.129883,6989.129883,6989.129883,6989.129883,6989.129883,1012300000
2001-02-13,6954.549805,6954.549805,6954.549805,6954.549805,6954.549805,1075200000
2001-02-14,6894.390137,6894.390137,6894.390137,6894.390137,6894.390137,1150300000
2001-02-15,6919.979980,6919.979980,6919.979980,6919.979980,6919.979980,1153700000
2001-02-16,6850.509766,6850.509766,6850.509766,6850.509766,6850.509766,1257200000
2001-02-20,6781.359863,6781.359863,6781.359863,6781.359863,6781.359863,1112200000
2001-02-21,6658.700195,6658.700195,6658.700195,6658.700195,6658.700195,1208500000
2001-02-22,6636.279785,6636.279785,6636.279785,6636.279785,6636.279785,1365900000
2001-02-23,6587.430176,6587.430176,6587.430176,6587.430176,6587.430176,1231300000
2001-02-26,6708.930176,6708.930176,6708.930176,6708.930176,6708.930176,1130800000
2001-02-27,6698.040039,6698.040039,6698.040039,6698.040039,6698.040039,1114100000
2001-02-28,6629.089844,6629.089844,6629.089844,6629.089844,6629.089844,1225300000
2001-03-01,6610.169922,6610.169922,6610.169922,6610.169922,6610.169922,1294900000
2001-03-02,6628.350098,6628.350098,6628.350098,6628.350098,6628.350098,1294000000
2001-03-05,6649.290039,6649.290039,6649.290039,6649.290039,6649.290039,929200000
2001-03-06,6684.500000,6684.500000,6684.500000,6684.500000,6684.500000,1091800000
2001-03-07,6721.830078,6721.830078,6721.830078,6721.830078,6721.830078,1132200000
2001-03-08,6759.259766,6759.259766,6759.259766,6759.259766,6759.259766,1114100000
2001-03-09,6650.770020,6650.770020,6650.770020,6650.770020,6650.770020,1085900000
2001-03-12,6407.359863,6407.359863,6407.359863,6407.359863,6407.359863,1229000000
2001-03-13,6443.000000,6443.000000,6443.000000,6443.000000,6443.000000,1360900000
2001-03-14,6278.259766,6278.259766,6278.259766,6278.259766,6278.259766,1397400000
2001-03-15,6332.080078,6332.080078,6332.080078,6332.080078,6332.080078,1259500000
2001-03-16,6213.759766,6213.759766,6213.759766,6213.759766,6213.759766,1543560000
2001-03-19,6303.740234,6303.740234,6303.740234,6303.740234,6303.740234,1126200000
2001-03-20,6201.919922,6201.919922,6201.919922,6201.919922,6201.919922,1235900000
2001-03-21,6081.379883,6081.379883,6081.379883,6081.379883,6081.379883,1346300000
2001-03-22,5988.430176,5988.430176,5988.430176,5988.430176,5988.430176,1723950000
2001-03-23,6110.240234,6110.240234,6110.240234,6110.240234,6110.240234,1364900000
2001-03-26,6206.890137,6206.890137,6206.890137,6206.890137,6206.890137,1114000000
2001-03-27,6340.959961,6340.959961,6340.959961,6340.959961,6340.959961,1314200000
2001-03-28,6239.140137,6239.140137,6239.140137,6239.140137,6239.140137,1333400000
2001-03-29,6224.540039,6224.540039,6224.540039,6224.540039,6224.540039,1234500000
2001-03-30,6298.350098,6298.350098,6298.350098,6298.350098,6298.350098,1280800000
2001-04-02,6230.990234,6230.990234,6230.990234,6230.990234,6230.990234,1204200000
2001-04-03,6049.020020,6049.020020,6049.020020,6049.020020,6049.020020,1386100000
2001-04-04,6055.680176,6055.680176,6055.680176,6055.680176,6055.680176,1425590000
2001-04-05,6265.459961,6265.459961,6265.459961,6265.459961,6265.459961,1368000000
2001-04-06,6164.799805,6164.799805,6164.799805,6164.799805,6164.799805,1266800000
2001-04-09,6214.080078,6214.080078,6214.080078,6214.080078,6214.080078,1062800000
2001-04-10,6342.439941,6342.439941,6342.439941,6342.439941,6342.439941,1349600000
2001-04-11,6291.370117,6291.370117,6291.370117,6291.370117,6291.370117,1290300000
2001-04-12,6362.640137,6362.640137,6362.640137,6362.640137,6362.640137,1102000000
2001-04-16,6368.770020,6368.770020,6368.770020,6368.770020,6368.770020,913900000
2001-04-17,6437.080078,6437.080078,6437.080078,6437.080078,6437.080078,1109600000
2001-04-18,6619.370117,6619.370117,6619.370117,6619.370117,6619.370117,1918900000
2001-04-19,6649.080078,6649.080078,6649.080078,6649.080078,6649.080078,1486800000
2001-04-20,6591.129883,6591.129883,6591.129883,6591.129883,6591.129883,1338700000
2001-04-23,6542.709961,6542.709961,6542.709961,6542.709961,6542.709961,1012600000
2001-04-24,6491.950195,6491.950195,6491.950195,6491.950195,6491.950195,1216500000
2001-04-25,6592.720215,6592.720215,6592.720215,6592.720215,6592.720215,1203600000
2001-04-26,6654.680176,6654.680176,6654.680176,6654.680176,6654.680176,1345200000
2001-04-27,6742.229980,6742.229980,6742.229980,6742.229980,6742.229980,1091300000
2001-04-30,6712.520020,6712.520020,6712.520020,6712.520020,6712.520020,1226000000
2001-05-01,6778.180176,6778.180176,6778.180176,6778.180176,6778.180176,1181300000
2001-05-02,6754.819824,6754.819824,6754.819824,6754.819824,6754.819824,1342200000
2001-05-03,6687.040039,6687.040039,6687.040039,6687.040039,6687.040039,1137900000
2001-05-04,6767.720215,6767.720215,6767.720215,6767.720215,6767.720215,1082100000
2001-05-07,6756.830078,6756.830078,6756.830078,6756.830078,6756.830078,949000000
2001-05-08,6730.290039,6730.290039,6730.290039,6730.290039,6730.290039,1006300000
2001-05-09,6727.959961,6727.959961,6727.959961,6727.959961,6727.959961,1132400000
2001-05-10,6745.930176,6745.930176,6745.930176,6745.930176,6745.930176,1056700000
2001-05-11,6699.939941,6699.939941,6699.939941,6699.939941,6699.939941,906200000
2001-05-14,6730.500000,6730.500000,6730.500000,6730.500000,6730.500000,858200000
2001-05-15,6740.009766,6740.009766,6740.009766,6740.009766,6740.009766,1071800000
2001-05-16,6901.790039,6901.790039,6901.790039,6901.790039,6901.790039,1405300000
2001-05-17,6928.439941,6928.439941,6928.439941,6928.439941,6928.439941,1355600000
2001-05-18,6948.529785,6948.529785,6948.529785,6948.529785,6948.529785,1130800000
2001-05-21,7016.299805,7016.299805,7016.299805,7016.299805,7016.299805,1174900000
