20010103,0.9279
20010104,0.9488
20010105,0.9573
20010107,0.9583
20010108,0.9484
20010109,0.9443
20010110,0.9365
20010111,0.9517
20010112,0.9511
20010114,0.9521
20010115,0.9421
20010116,0.9410
20010117,0.9348
20010118,0.9455
20010119,0.9348
20010121,0.9345
20010122,0.9392
20010123,0.9370
20010124,0.9220
20010125,0.9243
20010126,0.9239
20010128,0.9236
20010129,0.9178
20010130,0.9262
20010131,0.9361
20010201,0.9403
20010202,0.9354
20010204,0.9352
20010205,0.9386
20010206,0.9301
20010207,0.9291
20010208,0.9183
20010209,0.9255
20010211,0.9254
20010212,0.9315
20010213,0.9206
20010214,0.9171
20010215,0.9038
20010216,0.9148
20010218,0.9124
20010219,0.9215
20010220,0.9114
20010221,0.9094
20010222,0.9054
20010223,0.9169
20010225,0.9173
20010226,0.9118
20010227,0.9175
20010228,0.9229
20010301,0.9291
20010302,0.9349
20010304,0.9361
20010305,0.9299
20010306,0.9341
20010307,0.9295
20010308,0.9318
20010309,0.9321
20010311,0.9316
20010312,0.9293
20010313,0.9145
20010314,0.9111
20010315,0.8996
20010316,0.8958
20010318,0.8967
20010319,0.8990
20010320,0.9084
20010321,0.8956
20010322,0.8868
20010323,0.8892
20010325,0.8908
20010326,0.8958
20010327,0.8931
20010328,0.8859
20010329,0.8830
20010401,0.8741
20010402,0.8793
20010403,0.8976
20010404,0.9007
20010405,0.8962
20010408,0.9032
20010409,0.8973
20010410,0.8887
20010411,0.8878
20010412,0.8914
20010415,0.8885
20010416,0.8883
20010417,0.8831
20010418,0.8824
20010419,0.8978
20010422,0.9013
20010423,0.8976
20010424,0.8938
20010425,0.8968
20010426,0.9026
20010429,0.8913
20010430,0.8869
20010501,0.8931
20010502,0.8938
20010503,0.8901
20010506,0.8924
20010507,0.8904
20010508,0.8847
20010509,0.8851
20010510,0.8811
20010513,0.8755
20010514,0.8741
20010515,0.8785
20010516,0.8832
20010517,0.8826
20010520,0.8796
20010521,0.8771
20010522,0.8646
20010523,0.8566
20010524,0.8562
20010527,0.8600
20010528,0.8596
20010529,0.8552
20010530,0.8567
20010531,0.8458
20010603,0.8465
20010604,0.8462
20010605,0.8540
20010606,0.8483
20010607,0.8501
20010610,0.8498
20010611,0.8429
20010612,0.8535
20010613,0.8544
20010614,0.8625
20010617,0.8628
20010618,0.8611
20010619,0.8534
20010620,0.8547
20010621,0.8546
20010624,0.8565
20010625,0.8591
20010626,0.8630
20010627,0.8598
20010628,0.8436
20010701,0.8502
20010702,0.8468
20010703,0.8480
20010704,0.8463
20010705,0.8364
20010708,0.8465
20010709,0.8512
20010710,0.8550
20010711,0.8599
20010712,0.8533
20010715,0.8540
20010716,0.8530
20010717,0.8587
20010718,0.8736
20010719,0.8701
20010722,0.8704
20010723,0.8686
20010724,0.8743
20010725,0.8805
20010726,0.8777
20010729,0.8762
20010730,0.8741
20010731,0.8756
20010801,0.8810
20010802,0.8837
20010805,0.8830
20010806,0.8815
20010807,0.8775
20010808,0.8802
20010809,0.8918
20010812,0.8936
20010813,0.8962
20010814,0.9031
20010815,0.9147
20010816,0.9117
20010819,0.9174
20010820,0.9143
20010821,0.9174
20010822,0.9146
20010823,0.9150
20010826,0.9132
20010827,0.9111
20010828,0.9122
20010829,0.9090
20010830,0.9162
20010902,0.9092
20010903,0.9070
20010904,0.8884
20010905,0.8849
20010906,0.8961
20010909,0.9064
20010910,0.8976
20010911,0.9147
20010912,0.9069
20010913,0.9109
20010916,0.9232
20010917,0.9234
20010918,0.9270
20010919,0.9268
20010920,0.9273
20010923,0.9130
20010924,0.9166
20010925,0.9224
20010926,0.9231
20010927,0.9179
20010930,0.9101
20011001,0.9171
20011002,0.9184
20011003,0.9142
20011004,0.9179
20011007,0.9189
20011008,0.9210
20011009,0.9124
20011010,0.9102
20011011,0.9022
20011014,0.9115
20011015,0.9087
20011016,0.9081
20011017,0.9034
20011018,0.9039
20011021,0.8984
20011022,0.8918
20011023,0.8905
20011024,0.8936
20011025,0.8925
20011028,0.8923
20011029,0.9043
20011030,0.9045
20011031,0.9003
20011101,0.9024
20011102,0.9026
20011104,0.9015
20011105,0.8976
20011106,0.8960
20011107,0.8974
20011108,0.8929
20011111,0.8944
20011112,0.8943
20011113,0.8806
20011114,0.8824
20011115,0.8816
20011116,0.8841
20011118,0.8839
20011119,0.8790
20011120,0.8827
20011121,0.8790
20011122,0.8775
20011123,0.8777
20011125,0.8780
20011126,0.8802
20011127,0.8831
20011128,0.8881
20011129,0.8883
20011130,0.8961
20011202,0.8954
20011203,0.8916
20011204,0.8899
20011205,0.8874
20011206,0.8948
20011207,0.8889
20011209,0.8894
20011210,0.8902
20011211,0.8922
20011212,0.8979
20011213,0.8922
20011214,0.9038
20011216,0.9030
20011217,0.9019
20011218,0.9022
20011219,0.9000
20011220,0.9003
20011223,0.8886
20011224,0.8768
20011226,0.8801
20011227,0.8827
20011228,0.8836
20020101,0.8891
20020102,0.9033
20020103,0.8995
20020106,0.8948
20020107,0.8931
20020108,0.8928
20020109,0.8910
20020110,0.8913
20020113,0.8941
20020114,0.8938
20020115,0.8830
20020116,0.8832
20020117,0.8807
20020118,0.8836
20020120,0.8839
20020121,0.8834
20020122,0.8859
20020123,0.8776
20020124,0.8769
20020125,0.8653
20020127,0.8645
20020128,0.8623
20020129,0.8645
20020130,0.8614
20020131,0.8584
20020201,0.8614
20020203,0.8613
20020204,0.8703
20020205,0.8673
20020206,0.8674
20020207,0.8707
20020208,0.8726
20020210,0.8705
20020211,0.8760
20020212,0.8764
20020213,0.8709
20020214,0.8739
20020215,0.8729
20020217,0.8729
20020218,0.8707
20020219,0.8761
20020220,0.8692
20020221,0.8694
20020222,0.8752
20020224,0.8749
20020225,0.8692
